song_name,artist_name,genre
fdrun,dmitri.leto,"ambient;ethno;"
mountain pass,dmitri.leto,"ambient;ethno;"
yagul,dmitri.leto,"ambient;ethno;world;"
stream of silence,dmitri.leto,"ambient;ethno;world;"
Bande passante,Nilss Umjan - Djayamax,"downtempo;dubstep;electronic;"
Fraise tagada,Nilss Umjan - Djayamax,"electronic;soundtrack;"
Dancing Stars,NICOCO,"ambient;orchestral;soundtrack;"
The Day After,NICOCO,"classical;orchestral;soundtrack;"
Millipede,NICOCO,"classical;orchestral;soundtrack;"
Dream Awake,NICOCO,"ambient;soundtrack;world;"
Glowing Sky,NICOCO,"ambient;soundtrack;world;"
Evening Light,NICOCO,"classical;orchestral;soundtrack;"
Departure Drums,NICOCO,"orchestral;pop;soundtrack;"
Ascent,NICOCO,"ambient;orchestral;soundtrack;"
Forgotten Tales 2,NICOCO,"classical;orchestral;soundtrack;"
Wake Up 2,NICOCO,"classical;orchestral;soundtrack;"
Wake Up,NICOCO,"classical;orchestral;soundtrack;"
Something Happens,NICOCO,"orchestral;soundtrack;"
Tango's Revenge,NICOCO,"orchestral;soundtrack;"
Happy Winds,NICOCO,"ambient;orchestral;soundtrack;"
The Right Path,NICOCO,"classical;orchestral;soundtrack;"
Le Beau Blaireau,NICOCO,"classical;orchestral;soundtrack;"
Le Beau Blaireau 2,NICOCO,"orchestral;soundtrack;"
Whistle in Love 2,NICOCO,"pop;"
Murphy's Glow,NICOCO,"easylistening;jazz;soundtrack;"
Whistle in Love,NICOCO,"folk;pop;soundtrack;"
Virtual Shell,NICOCO,"folk;jazz;soundtrack;"
Endless Touch,NICOCO,"classical;orchestral;soundtrack;"
Piano One Strings,NICOCO,"classical;orchestral;soundtrack;"
Lesia Ntoa,Deicida 69,"experimental;punkrock;"
Go To "Côte",Deicida 69,"punkrock;"
El Flácido Culo de Angélica Rivera,Deicida 69,"experimental;"
Elle Est Justine,Deicida 69,"experimental;punkrock;"
Your Hand In Mine,Deicida 69,"experimental;jazz;jazzfusion;"
Atonal Wave,Deicida 69,"jazz;jazzfunk;jazzfusion;"
Justin Bieber Is Shemale,Deicida 69,"experimental;punkrock;"
Won't Die,Deicida 69,"punkrock;"
European, Voice,"experimental;punkrock;"
Brion Gysin,Deicida 69,"experimental;metal;punkrock;"
Give Way Choir,NICOCO,"orchestral;soundtrack;"
Tarados: Ruido Comercial,Deicida 69,"experimental;punkrock;"
Bang, Gang,"postrock;punkrock;"
No Road,Deicida 69,"experimental;industrial;"
I Finally Know,Mr. Five,"rock;soul;"
Perché tu sei per me,Albionics,"alternativerock;indie;rock;"
Un fonico,Albionics,"alternativerock;indie;rock;"
Il Leader,Albionics,"alternativerock;indie;rock;"
Esito finale,Albionics,"alternativerock;indie;rock;"
So far away,Orelie,"pop;reggae;"
Je n attendrais pas,Orelie,"pop;reggae;"
To Be With You,Mr. Five,"rock;soul;"
Where Are You,Mr. Five,"rock;soul;"
Guardian,Mr. Five,"rock;soul;"
Blessed-One, King of the Archangels,"classical;soundtrack;symphonic;"
The Divine Smith,Pal Zoltan Illes,"classical;soundtrack;symphonic;"
A Glimpse At Destiny,Pal Zoltan Illes,"classical;soundtrack;symphonic;"
Queen of the Stars,Pal Zoltan Illes,"classical;orchestral;symphonic;"
Thoughts of God,Pal Zoltan Illes,"classical;soundtrack;symphonic;"
The Dark Lord, He Who Rises in Might,"classical;soundtrack;symphonic;"
Power of the Awakened Ones,Pal Zoltan Illes,"classical;soundtrack;symphonic;"
Let These Things Be,Pal Zoltan Illes,"classical;soundtrack;symphonic;"
Lord of the Waters,Pal Zoltan Illes,"classical;soundtrack;symphonic;"
The Invincibles,Pal Zoltan Illes,"classical;soundtrack;symphonic;"
what's up girl,Molesto,"funk;hiphop;idm;"
space is the place,Molesto,"hiphop;idm;triphop;"
night crawler,Molesto,"hiphop;idm;triphop;"
having you,Molesto,"hiphop;idm;soul;"
in my bed,Molesto,"funk;idm;triphop;"
over,Molesto,"hiphop;idm;triphop;"
La vera storia,Albionics,"alternativerock;indie;rock;"
Kratos I - 1,Lyceum Panta Rei,"experimental;"
Kratos I - 2,Lyceum Panta Rei,"experimental;"
Kratos I - 3,Lyceum Panta Rei,"experimental;"
Kratos I - 4,Lyceum Panta Rei,"experimental;"
Kratos I - 5,Lyceum Panta Rei,"experimental;"
Kratos I - 6,Lyceum Panta Rei,"experimental;"
Lords of the Desert,Phantom Operators,"lounge;punkrock;rock;"
Death Rides a Horse,Phantom Operators,"lounge;punkrock;rock;"
Knuckleduster,Phantom Operators,"lounge;punkrock;rock;"
Tiki Patrol,Phantom Operators,"lounge;punkrock;rock;"
A Depressing Song About Single Life,andy blackwood,"jazz;lounge;"
Calgon Take Me Away,andy blackwood,"easylistening;newage;soundtrack;"
Christmas theme,andy blackwood,"easylistening;folk;soundtrack;"
Contemplation,andy blackwood,"newage;soundtrack;"
Deliberation,andy blackwood,"newage;soundtrack;"
Deliberation II,andy blackwood,"newage;soundtrack;"
Four Versions of Silent Night,andy blackwood,"easylistening;newage;soundtrack;"
Grandpa Had a Dinosaur,andy blackwood,"country;rock;"
I'll Be Dead (no drums),andy blackwood,"country;folk;soundtrack;"
Ambient - 002 - 2,MuswayStudio,"ambient;easylistening;newage;"
Ambient - 002 - 3,MuswayStudio,"ambient;easylistening;newage;"
Pendolare,Albionics,"folk;rock;singersongwriter;"
Awakening,Ariel 999,"indie;progressive;soundtrack;"
I'll Be Dead (no drums no intro),andy blackwood,"country;folk;soundtrack;"
Just Like a Wallaby,andy blackwood,"easylistening;rock;"
On The Playground,andy blackwood,"country;easylistening;rock;"
Sadness Theme in Am,andy blackwood,"newage;soundtrack;"
Pezzo Tedesco,andy blackwood,"classical;easylistening;soundtrack;"
Pezzo Tedesco with Flute,andy blackwood,"classical;easylistening;soundtrack;"
Se Io MAccorgo,andy blackwood,"classical;easylistening;soundtrack;"
Reflection,andy blackwood,"newage;soundtrack;"
The ABC song,andy blackwood,"blues;country;rock;"
The Festival at Highgate,andy blackwood,"classical;easylistening;soundtrack;"
The Happy Song,andy blackwood,"easylistening;folk;"
The Road to Bexley,andy blackwood,"classical;easylistening;soundtrack;"
The Straights of Dardanelle,andy blackwood,"easylistening;newage;soundtrack;"
The Song of The Blue Dolphin,andy blackwood,"easylistening;newage;soundtrack;"
Tilbury Hall,andy blackwood,"classical;easylistening;soundtrack;"
Tribulation,andy blackwood,"newage;soundtrack;"
Two Hearts Beat Better Than One,andy blackwood,"60s;easylistening;"
Variations on a Traditional Christian Theme,andy blackwood,"easylistening;newage;soundtrack;"
Waltham Forest,andy blackwood,"classical;easylistening;soundtrack;"
Finding Happiness,Ariel 999,"indie;progressive;soundtrack;"
Supermarket,Albionics,"alternativerock;indie;rock;"
Downtempo Emotion Part1,SMAO,"ambient;downtempo;electronic;"
Downtempo Emotion Part2,SMAO,"chillout;lounge;"
Downtempo Emotion Part3,SMAO,"african;downtempo;electronic;"
Downtempo Emotion Part4 end,SMAO,"ambient;chillout;lounge;"
A Breath of Freedom - New Version,Donato Cafarelli,"ambient;orchestral;"
Curiosity,Donato Cafarelli,"ambient;"
Family,Donato Cafarelli,"ambient;"
Nostalgia,Donato Cafarelli,"ambient;"
...When a Dream is Realized,Donato Cafarelli,"ambient;"
For You,♪ Robert Karpinski ♪,"classical;orchestral;soundtrack;"
Charlies Point,Phantom Operators,"lounge;punkrock;rock;"
Spybreaker,Phantom Operators,"lounge;punkrock;rock;"
Death Valley Sunrise,Phantom Operators,"lounge;punkrock;rock;"
Diesel and Dust,Phantom Operators,"punkrock;rock;"
Call Felix,Phantom Operators,"punkrock;rock;"
Ripped Tide,Phantom Operators,"lounge;punkrock;rock;"
Salton Sea,Phantom Operators,"lounge;punkrock;rock;"
A Depressing Song About Single Life (instrumental),andy blackwood,"jazz;lounge;"
greensleeves,andy blackwood,"classical;easylistening;soundtrack;"
Greensleeves,andy blackwood,"classical;easylistening;soundtrack;"
Living That High Life,andy blackwood,"country;folk;singersongwriter;"
Goofy instrumental theme,andy blackwood,"soundtrack;"
Mountain Stream in A,andy blackwood,"country;folk;soundtrack;"
I've Got Faith (instrumental),andy blackwood,"country;folk;soundtrack;"
Country Road in E,andy blackwood,"country;folk;soundtrack;"
A Jealous Mind,andy blackwood,"country;folk;popfolk;"
A Jealous Mind (instrumental),andy blackwood,"country;folk;soundtrack;"
Stay With Me,Mirva,"alternative;pop;singersongwriter;"
Get Ready,Mirva,"alternative;pop;singersongwriter;"
Waiting,Mirva,"alternative;pop;singersongwriter;"
Make It Right,Mirva,"alternative;pop;singersongwriter;"
Barriers,Mirva,"alternative;pop;singersongwriter;"
passion distracted,Felixjd,"atmospheric;electronic;house;"
personal song,Felixjd,"alternative;atmospheric;house;"
warm dance,Felixjd,"alternative;atmospheric;house;"
soul man,Felixjd,"atmospheric;electronic;house;"
paradise tomorrow,Felixjd,"alternative;atmospheric;house;"
mamy dance,Felixjd,"alternative;atmospheric;electronica;"
keep on dance,Felixjd,"atmospheric;electronic;house;"
can you feel,Felixjd,"atmospheric;electronic;house;"
Can get enough,Felixjd,"atmospheric;electronic;house;"
Joyful Jubilee (Loopable - No Intro),Kara Square,"orchestral;soundtrack;world;"
Joyful Jubilee (Loopable - No Intro or Drums),Kara Square,"orchestral;soundtrack;world;"
horyzont,Felixjd,"70s;atmospheric;house;"
children summer,Felixjd,"alternative;electronica;house;"
Drama Theme in Am,andy blackwood,"easylistening;newage;soundtrack;"
I'll Be Dead When I Get Home,andy blackwood,"country;folk;"
Frozen Tears,PSICODREAMICS,"ambient;newage;soundtrack;"
I Hope She's Not Cold,andy blackwood,"country;folk;"
Piano Praeludium 2015,Michał Jałochowski,"classical;improvisation;jazz;"
I've Got Faith,andy blackwood,"60s;country;folk;"
No Use Asking Why,andy blackwood,"60s;folk;"
Dove Son Quei Fieri Occhi with Flute,andy blackwood,"classical;easylistening;soundtrack;"
Si Io MAccorgo with Flute,andy blackwood,"classical;easylistening;soundtrack;"
The Festival at Highgate with Flute,andy blackwood,"classical;easylistening;soundtrack;"
The Gate at Redbridge with Flute,andy blackwood,"classical;easylistening;soundtrack;"
The Road to Bexley with Flute,andy blackwood,"classical;easylistening;soundtrack;"
Tilbury Hall with Flute,andy blackwood,"classical;easylistening;soundtrack;"
SEQUENCED DREAM,Phil Michalski,"ambient;electronic;soundtrack;"
PROLOGUE MEET ITSUKO,Phil Michalski,"chillout;electronic;soundtrack;"
THE HAXAGON TISSUE,Phil Michalski,"ambient;electronic;soundtrack;"
DESYNCHRONIZATION,Phil Michalski,"electronic;soundtrack;"
AWAKE,Phil Michalski,"ambient;electronic;soundtrack;"
EPILOGUE TIME TO LEAVE,Phil Michalski,"ambient;electronic;soundtrack;"
Corporate - 002 - 2,MuswayStudio,"pop;rock;soundtrack;"
Corporate - 002 - 3,MuswayStudio,"pop;rock;soundtrack;"
Poseidon,AUS,"ambient;electronic;electronica;"
EON-PR - avoir le temps (instrumental  mix),EON-PR,"soundtrack;trance;"
EON-PR - avoir le temps (trance mix),EON-PR,"electronic;progressive;trance;"
EON-PR - la nourriture (Trance mix),EON-PR,"progressive;trance;"
Road to Olympus,PeerGynt Lobogris,"ambient;newage;"
Lady of the Southerly Winds,PeerGynt Lobogris,"celtic;folk;rock;"
Last Quarter Moon,PeerGynt Lobogris,"ambient;rock;"
Odyssey 2G,AUS,"ambient;electronic;electronica;experimental;"
1.My Way,Mari J,"orchestral;pop;rock;"
2.My Way Club Dance Mix,Mari J,"electropop;techno;trance;"
4.My Way Club Dance Mix Instrumental,Mari J,"electropop;techno;trance;"
Sensory Garden (section 3),andy blackwood,"easylistening;newage;soundtrack;"
Sensory Garden (section 2),andy blackwood,"easylistening;newage;soundtrack;"
Sensory Garden,andy blackwood,"easylistening;newage;soundtrack;"
CJ Rattle - Baby,CJ Rattle,"dance;pop;"
Corporate - 003 - 1,MuswayStudio,"pop;rock;soundtrack;"
Corporate - 003 - 2,MuswayStudio,"pop;rock;soundtrack;"
Corporate - 003 - 3,MuswayStudio,"pop;rock;soundtrack;"
deformer,Badiali sandro,"drumnbass;soundtrack;"
Lost Your Evil,Bod,"chillout;experimental;house;"
CJ Rattle - Time funny dances,CJ Rattle,"dance;disco;pop;"
La Mercareccia,Ostenvegr,"ambient;atmospheric;synthpop;"
L'Antica Monterano,Ostenvegr,"ambient;atmospheric;synthpop;"
Fragments 01,Equalypse,"ambient;easylistening;electronic;"
Fragments 02,Equalypse,"ambient;easylistening;electronic;"
Fragments 03,Equalypse,"chillout;easylistening;newage;"
Fragments 05,Equalypse,"chillout;easylistening;electronic;"
Fragments 04,Equalypse,"ambient;easylistening;electronic;"
Fragments 06,Equalypse,"electronic;orchestral;soundtrack;"
Fragments 07 (03 original),Equalypse,"easylistening;minimal;newage;"
Fragments 08 (old bonus track),Equalypse,"easylistening;electronic;"
Land on Asteroids,D. Scott Soriano,"jazz;soundtrack;"
01 - Greensleeves - Traditional (Public Domain) - Ronny Matthes,Ronny Matthes - Pianist und Komponist (GEMA-frei / Royalty Free),"classicrock;pop;soundtrack;"
06 - For Gourmets - Gemafreie Filmmusik - Ronny Matthes,Ronny Matthes - Pianist und Komponist (GEMA-frei / Royalty Free),"classical;minimal;soundtrack;"
08 - Bis Zur Morgendämmerung - Gemafreie Loungemusik - Ronny Matthes,Ronny Matthes - Pianist und Komponist (GEMA-frei / Royalty Free),"ambient;chillout;lounge;"
04 - Nachtgedanken - Gemafreie Klaviermusik - Ronny Matthes,Ronny Matthes - Pianist und Komponist (GEMA-frei / Royalty Free),"chillout;classical;soundtrack;"
02 - Thema aus dem Violinkonzert op. 64 - Felix Mendelssohn Bartholdy - Ronny Matthes,Ronny Matthes - Pianist und Komponist (GEMA-frei / Royalty Free),"chillout;classicrock;pop;soundtrack;"
05 - Liebeserklärung - Gemafreie Filmmusik - Ronny Matthes,Ronny Matthes - Pianist und Komponist (GEMA-frei / Royalty Free),"ambient;classical;newage;"
03 - Eine Erinnerung für Gourmets - Gemafreie Loungemusik - Ronny Matthes,Ronny Matthes - Pianist und Komponist (GEMA-frei / Royalty Free),"chillout;classical;jazz;"
09 - Darkness Takes Over - Gemafreie Filmmusik - Ronny Matthes,Ronny Matthes - Pianist und Komponist (GEMA-frei / Royalty Free),"classicrock;soundtrack;symphonic;"
10 - The Good Shepherd - Gemafreie Filmmusik - Ronny Matthes,Ronny Matthes - Pianist und Komponist (GEMA-frei / Royalty Free),"ambient;classicrock;soundtrack;"
11 - Lucky Kids - Gemafreie Klaviermusik - Ronny Matthes,Ronny Matthes - Pianist und Komponist (GEMA-frei / Royalty Free),"classical;minimal;soundtrack;"
12 - ...kein Lebewohl! - Ronny Matthes,Ronny Matthes - Pianist und Komponist (GEMA-frei / Royalty Free),"ambient;classical;soundtrack;"
07 - Fly Away - Gemafreie Klaviermusik - Ronny Matthes,Ronny Matthes - Pianist und Komponist (GEMA-frei / Royalty Free),"ambient;chillout;classical;"
Dark Blue Sky At Noon,Ground & Leaves,"folk;singersongwriter;"
Holy lonely night,Ground & Leaves,"country;folk;singersongwriter;"
Mas que una mujer,Alejandro Zalaquett,"indie;pop;poprock;"
Cuando hablamos tu y yo,Alejandro Zalaquett,"indie;pop;poprock;"
No quiero ir,Alejandro Zalaquett,"indie;pop;poprock;"
Canto de sirena,Alejandro Zalaquett,"indie;pop;poprock;"
Tic Tac,Alejandro Zalaquett,"indie;pop;poprock;"
Saber,Alejandro Zalaquett,"indie;pop;poprock;"
Before The Wind,Ground & Leaves,"folk;singersongwriter;"
The Fellow Men,Ground & Leaves,"folk;singersongwriter;"
The Girl You Think,Ground & Leaves,"folk;singersongwriter;"
Naive Innocence,Ground & Leaves,"folk;singersongwriter;"
Erased by Love,Ground & Leaves,"folk;singersongwriter;"
Flip,Ground & Leaves,"folk;popfolk;singersongwriter;"
A Ballad For You,Ground & Leaves,"folk;popfolk;singersongwriter;"
01 - Introduction (Pasco_Beats),Soriano,"hiphop;rap;"
02 - Crucifié (Clarko Prods),Soriano,"hiphop;rap;"
03 - Parrallèles (Beat El Juice),Soriano,"hiphop;rap;"
04 - Freestyle Act 7 (Deka Beat),Soriano,"hiphop;rap;"
05 - Freestyle #JeSuisVous (Luan Beats),Soriano,"hiphop;rap;"
06 - Le Monde Part En Couilles ft. Dia Karim (Eko Fresh),Soriano,"hiphop;rap;"
08 - Accro à Toi... (DJ FLS Prod),Soriano,"rap;rnb;"
07 - Besoin D'en Parler (Nassdeck),Soriano,"hiphop;rap;"
10 - Parfois (Tunna Beatz),Soriano,"hiphop;rap;"
09 - Faut Faire Des Lovés (ChrissMaker),Soriano,"hiphop;rap;"
BONUSTRACK - Mi Amor Remix ft. Kaporal D &amp; Gabrielle (OlsenProd),Soriano,"hiphop;rap;"
BONUSTRACK - #Mythomania (DJ Maz),Soriano,"hiphop;rap;"
BONUSTRACK - Priceless (ChrissMaker),Soriano,"hiphop;rap;"
Monte Angiano,Ostenvegr,"atmospheric;darkambient;synthpop;"
Necropoli Etrusca,Ostenvegr,"ambient;atmospheric;synthpop;"
La Bandita,Ostenvegr,"ambient;atmospheric;synthpop;"
Country Star,Killg,"club;dub;electronic;"
Run Away,Killg,"club;dance;dub;"
Strange Coincidences,Robert80z,"electronic;pop;synthpop;"
Nintendo Ninjas 2015 mix,Robert80z,"electronic;pop;synthpop;"
Hourglass,Ground & Leaves,"folk;singersongwriter;"
south,Dj Briston,"ambient;easylistening;electronic;"
Lost and Found,VITNE,"indie;punkrock;"
Lost and Found (Instrumental),VITNE,"hardrock;punkrock;rock;"
Misery (Instrumental),VITNE,"indie;poprock;rock;"
Misery,VITNE,"indie;poprock;rock;"
Destroyer,VITNE,"80s;hardrock;heavymetal;"
Silhouette,VITNE,"indie;newwave;"
Nasty Habit,VITNE,"80s;rock;"
To The Sky,VITNE,"80s;punkrock;"
I'm Feeling Deadly,VITNE,"80s;gothic;"
Rest In Peace,VITNE,"indie;poprock;singersongwriter;"
Fire (Outtake),VITNE,"80s;rock;"
It's Me (Outtake),VITNE,"80s;rock;"
Sobrecogido trova,JLAH&Acallado,"indie;pop;"
Sobrecogido voz,JLAH&Acallado,"indie;pop;"
Buscaremos trova,JLAH&Acallado,"indie;pop;"
Buscaremos voz,JLAH&Acallado,"indie;pop;"
Corazón coraje trova,JLAH&Acallado,"indie;pop;"
Corazón coraje voz,JLAH&Acallado,"indie;pop;"
Viejo tren trova,JLAH&Acallado,"indie;pop;"
Viejo tren voz,JLAH&Acallado,"indie;pop;"
En tu mano trova,JLAH&Acallado,"indie;pop;"
En tu mano voz,JLAH&Acallado,"indie;pop;"
Dónde  vamos voz,JLAH&Acallado,"indie;pop;"
Dónde  vamos trova,JLAH&Acallado,"indie;pop;"
Toda pintada trova,JLAH&Acallado,"indie;pop;"
toda pintada voz,JLAH&Acallado,"indie;pop;"
levantando el ánimo trova,JLAH&Acallado,"indie;pop;"
levantando el ánimo voz,JLAH&Acallado,"indie;pop;"
grave,Simplefixty,"electronic;heavymetal;"
hellhounds remix,Simplefixty,"dubstep;electronic;metal;"
hidden in the smile remix,Simplefixty,"electronic;gothic;"
the deserttrack remix,Simplefixty,"electronic;gothic;heavymetal;"
Re,Re-Lab,"minimal;orchestral;soundtrack;"
Perl Iter,Re-Lab,"ambient;atmospheric;soundtrack;"
Perl,Re-Lab,"ambient;atmospheric;soundtrack;"
Tears of Naptera,Re-Lab,"ambient;classical;soundtrack;"
Game in Circle (Music - New Age, Ambient,"ambient;newage;soundtrack;"
Spatial Images (Music - New Age, Ambient,"ambient;newage;soundtrack;"
Amazing Journey (Music - New Age, Ambient,"ambient;newage;soundtrack;"
Disillusion and Rebirth,Ground & Leaves,"folk;singersongwriter;"
Zenodong,NuJazz-Trio,"atmospheric;newage;"
Zenomood,NuJazz-Trio,"atmospheric;newage;"
Zenowind,NuJazz-Trio,"atmospheric;newage;"
Zenosea,NuJazz-Trio,"atmospheric;newage;"
Infinity,AsRiLoS,"ambient;atmospheric;soundtrack;"
To Turn Around,Aygan,"hardrock;metal;rock;"
Bloody Meanings,Aygan,"hardrock;heavymetal;rock;"
Shadows,Aygan,"hardrock;metal;rock;"
From The Fire,Aygan,"heavymetal;metal;rock;"
Ambient - 003 - 2,MuswayStudio,"ambient;easylistening;newage;soundtrack;"
Neural Groove,Aygan,"heavymetal;metal;"
Hollywoodian Roses,Aygan,"poprock;rock;"
Back At Moon Street,Aygan,"funk;groove;rock;"
Days,Aygan,"hardrock;pop;rock;"
Now It's Over,Aygan,"hardrock;metal;rock;"
Aygan,Aygan,"heavymetal;rock;"
311_Soothing Baby,MFYM,"latin;orchestral;pop;"
312_Baby Jazz,MFYM,"jazz;latin;pop;"
239_Lullaby For Valeria,MFYM,"ambient;pop;rock;"
258_Lullaby For Valeria,MFYM,"ambient;orchestral;world;"
309_A New Music Box,MFYM,"atmospheric;downtempo;lounge;"
260_Lullaby 2,MFYM,"ambient;orchestral;pop;"
261_Lullaby 3,MFYM,"ambient;lounge;pop;"
Psychedelic Volksfest Gaudi,Mushroom Funghi,"70s;psychedelic;rock;"
TR33 - Laughing,TR33,"ambient;electronic;rock;"
Rue De Paname,SLIM MARION,"hiphop;"
One small step (Single),MeTrónomoS,"ambient;newage;"
Daydream,Jazz Mind Duo,"easylistening;jazz;lounge;soundtrack;"
Hip to the Rain,Jazz Mind Duo,"jazz;lounge;soundtrack;"
Fancy Taste,Jazz Mind Duo,"jazz;lounge;soundtrack;"
Only Smoke,Jazz Mind Duo,"easylistening;jazz;lounge;soundtrack;"
Nothing New,Devon Elizabeth,"funk;pop;poprock;"
Like A Sigh,Devon Elizabeth,"alternative;country;popfolk;"
All I Ever Wanted,Devon Elizabeth,"pop;rnb;soul;"
Winter Love Song,VITNE,"indie;rock;singersongwriter;"
Wasted,Devon Elizabeth,"60s;poprock;"
Loneliest Dream,Devon Elizabeth,"jazzfunk;popfolk;soul;"
Winter Love Song (Instrumental),VITNE,"indie;singersongwriter;"
Corporate - 004 - 2,MuswayStudio,"pop;rock;soundtrack;"
Midnight,Mazelo Nostra,"chillout;jazz;lounge;"
Angels Are Coming,Mazelo Nostra,"chillout;jazz;lounge;"
Boogie Nights,Mazelo Nostra,"chillout;jazz;lounge;"
Beach Hopper,Mazelo Nostra,"chillout;jazz;lounge;"
Smooth Night,Mazelo Nostra,"chillout;jazz;lounge;"
Born To Be Easy,Mazelo Nostra,"chillout;funk;jazz;"
As I Told You,Mazelo Nostra,"chillout;funk;lounge;"
PianoBar,Mazelo Nostra,"chillout;jazz;lounge;"
Jazzkeller,Mazelo Nostra,"chillout;funk;lounge;"
Under The Moon,Mazelo Nostra,"funk;jazz;lounge;"
Memories Of Love,Mazelo Nostra,"chillout;jazz;lounge;"
Dreams From Venedig,Mazelo Nostra,"chillout;jazz;lounge;"
Walk Through The Streets,Mazelo Nostra,"chillout;jazz;lounge;"
Trip To The Underground,Mazelo Nostra,"chillout;jazz;lounge;"
Leave Me,Mazelo Nostra,"chillout;jazz;lounge;"
Chillnight,Mazelo Nostra,"chillout;jazz;lounge;"
Jazz Cantina,Mazelo Nostra,"chillout;jazz;lounge;"
Old New York,Mazelo Nostra,"funk;jazz;lounge;"
Time To Rock On [Demo],A.n.A,"rocknroll;"
Fuck Nato,Robert80z,"electronic;electropop;progressive;"
AIMEZ-VOUS MIRÒ ?,Maurizio Mazzoli,"orchestral;soundtrack;"
BLAENAVON 1472,Maurizio Mazzoli,"ethno;soundtrack;"
ARCHETYPAL HOUSE,Maurizio Mazzoli,"soundtrack;"
HOMBRES DE MAIZ,Maurizio Mazzoli,"soundtrack;"
MAREYUM,Maurizio Mazzoli,"ethno;soundtrack;"
CLOSE WHEN FINISHED,Maurizio Mazzoli,"soundtrack;"
HIDE AND SEEK,Maurizio Mazzoli,"soundtrack;"
Es ist nie zu spät .,Wingenbach Frank,"pop;poprock;singersongwriter;"
Still Hope,Seastock,"folk;indie;rock;"
All My Life,Seastock,"folk;indie;rock;"
Remember Me,Seastock,"folk;indie;rock;"
Come Alive,Seastock,"folk;indie;rock;"
Return of the Dirty Sun,Modus Null,"darkambient;electronic;"
The Sunny Fear,Modus Null,"darkambient;"
Zombay,Modus Null,"darkambient;electronic;"
feel love,Felixjd,"alternative;electronica;house;"
Clowns Break,Jazz Mind Duo,"easylistening;jazz;lounge;soundtrack;"
Respect the Dog,Jazz Mind Duo,"easylistening;jazz;lounge;soundtrack;"
Step into Zone,Jazz Mind Duo,"easylistening;jazz;lounge;soundtrack;"
Where are you,Jazz Mind Duo,"easylistening;jazz;lounge;soundtrack;"
JAZZY WORLD,Petite Viking,"jazzfusion;"
ave maria schubert,Gérald,"classical;orchestral;"
Without you,DANIEL H,"pop;popfolk;"
Without You (Instrumental Part II),DANIEL H,"pop;popfolk;"
Hybris Iter,Re-Lab,"minimal;orchestral;soundtrack;"
Ta Reine [Instrumental Mix],EIVISSA SALINAS feat. DJ HSERES,"ambient;chillout;downtempo;"
Something in my Mind,EIVISSA SALINAS feat. DJ HSERES,"chillout;jazz;jazzfusion;"
Get in and Jazzing,EIVISSA SALINAS feat. DJ HSERES,"atmospheric;jazzfusion;"
Escape to Heaven,EIVISSA SALINAS feat. DJ HSERES,"chillout;lounge;"
Spring Leaves [Suite Studio Mix],EIVISSA SALINAS feat. DJ HSERES,"chillout;newage;world;"
Spring Leaves,EIVISSA SALINAS feat. DJ HSERES,"chillout;lounge;"
01- HIEL,Reiniciarse,"pop;rock;"
02- FRONTERAS,Reiniciarse,"pop;rock;"
06- HOY,Reiniciarse,"pop;rock;"
07- SE QUE VOLVERAS,Reiniciarse,"pop;poprock;rock;"
03- SUEÑOS,Reiniciarse,"pop;rock;"
04- EL ANGEL Y LA SABIDURIA,Reiniciarse,"pop;rock;"
05- EXITOLOPRAM,Reiniciarse,"pop;rock;"
08- LAS MAÑANAS,Reiniciarse,"pop;rock;"
sensations,slumber,"chillout;deephouse;lounge;"
Undisclosed,7StairsUp!,"indie;singersongwriter;"
Alcohol and fantasy,7StairsUp!,"indie;singersongwriter;"
As long as we are,7StairsUp!,"indie;singersongwriter;"
Dance on the vulcano,7StairsUp!,"indie;singersongwriter;"
My last drink,7StairsUp!,"indie;singersongwriter;"
The flower,7StairsUp!,"indie;singersongwriter;"
Final Answer,7StairsUp!,"indie;singersongwriter;"
Evolution,7StairsUp!,"indie;singersongwriter;"
Just another girl,7StairsUp!,"indie;singersongwriter;"
The Knight,7StairsUp!,"indie;singersongwriter;"
Experimental,Matti Paalanen,"dubstep;experimental;"
Dubstep,Matti Paalanen,"dubstep;experimental;"
Where is my car?,John Option,"alternativerock;bluesrock;indie;rock;"
La Ciudad Sin Nombre,DavidKBD,"metal;progressive;symphonic;"
04 - TO MANY DRUGS,Fourteen Steps To Hell,"electronic;pop;synthpop;"
06 - OVERFLOWS,Fourteen Steps To Hell,"electronic;pop;synthpop;"
01 - SIRENS,Fourteen Steps To Hell,"electronic;pop;synthpop;"
05 - NO FEELINGS,Fourteen Steps To Hell,"electronic;pop;rock;"
02 - HEY,Fourteen Steps To Hell,"electronic;pop;rock;"
07 - WELCOME,Fourteen Steps To Hell,"ambient;electronic;newwave;pop;"
Contredanse Allemande - Piano Harpsichord and Drums,Michał Jałochowski,"classical;drumnbass;"
Not Far From Shallow Water,VITNE,"electronic;indie;rock;"
Un ptit refrain,LUCK,"folk;pop;"
Aux 4 vents,LUCK,"electronic;pop;"
Eternite,LUCK,"electropop;pop;"
08 - NEW LOVE,Fourteen Steps To Hell,"darkwave;electronic;pop;"
09 - WARRIOR,Fourteen Steps To Hell,"electronic;pop;rock;"
10 - AFTER WE DIE,Fourteen Steps To Hell,"electronic;pop;synthpop;"
03 - HOPELESS,Fourteen Steps To Hell,"electronic;pop;synthpop;"
